,idx,smiles
351,9858,Br[c:82]1[n:81][cH:80][cH:79][c:78]([Cl:77])[cH:84]1.CC(C)(C)OC(=O)[N:27]1[C@H:10]([CH:8]([CH3:7])[CH3:9])[CH2:11][N:12]([c:13]2[n:14][c:15]([CH:16]3[CH2:17][CH2:18]3)[c:19]([NH2:20])[cH:21][c:22]2[C:23]#[N:24])[CH2:25][CH2:26]1>C1O[CH2:4][CH2:5][O:6][CH2:1]1.CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]>C[C:5](C)([CH3:4])[O:6][C:1](=O)[N:27]1[C@H:10]([CH:8]([CH3:7])[CH3:9])[CH2:11][N:12]([c:13]2[n:14][c:15]([CH:16]3[CH2:17][CH2:18]3)[c:19]([NH:20][c:80]3[cH:79][c:78]([Cl:77])[cH:84][cH:82][n:81]3)[cH:21][c:22]2[C:23]#[N:24])[CH2:25][CH2:26]1
352,9923,COc1cccc2c1C[C@H]1NCC[C@]2(C)C1(C)C.O=C(O)C1CCCC1>CN(C)C(On1nn[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]12)=[N+](C)C.CN(C)C(On1nn[c:41]2[cH:42][cH:43]cn[c:46]12)=[N+](C)C.CN(C)C=O.C[CH2:11][O:12][C:13](=O)[CH3:14].C[CH:4]([N:3]([CH2:2][CH3:1])[CH:7]([CH3:8])[CH3:9])[CH3:6].F[B-](F)(F)F.F[P-](F)(F)(F)(F)F>C[C:8]1(C)[C@@H:7]2[N:3]([C:4](=O)[CH:6]3[CH2:43][CH2:42][CH2:41][CH2:46]3)[CH2:2][CH2:1][C@@:26]1([CH3:25])[c:27]1[c:14]([c:13]([O:12][CH3:11])[cH:24][cH:29][cH:28]1)[CH2:9]2
353,9992,N#[C:5][C:6]1([C:7](=[O:8])[NH:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([Cl:15])[n:16][cH:17]2)[CH2:18][CH2:19][N:20]([c:21]2[n:22][cH:23][n:24][c:25]3[nH:26][cH:27][cH:28][c:29]23)[CH2:30][CH2:31]1>CO.Cl.[BH4-].[Na+]>N[CH2:5][C:6]1([C:7](=[O:8])[NH:9][CH2:10][c:11]2[cH:12][cH:13][c:14]([Cl:15])[n:16][cH:17]2)[CH2:18][CH2:19][N:20]([c:21]2[n:22][cH:23][n:24][c:25]3[nH:26][cH:27][cH:28][c:29]23)[CH2:30][CH2:31]1
354,10029,OCC#[C:6][c:5]1[cH:4][cH:3][c:2]([CH3:1])[c:11]([Cl:12])[cH:10]1>C[c:14]1cccc[cH:19]1>O[CH2:19][CH2:14][CH2:6][c:5]1[cH:4][cH:3][c:2]([CH3:1])[c:11]([Cl:12])[cH:10]1
355,10086,Nc1c[c:36]([C:34]([O:33][CH3:32])=[O:35])[cH:46][c:41]([C:42](=[O:43])[O:44][CH3:45])c1.O=C(O)c1c[c:64]2[c:59]([cH:58][c:57]1[NH:56][C:54]([NH:53][c:52]1[c:50]([CH3:51])[cH:49][c:48]([CH3:47])[cH:72][c:70]1[CH3:71])=[O:55])[cH:60][cH:61][cH:62][cH:63]2>CC[N:3]([CH:4](C)[CH3:6])[CH:7]([CH3:8])[CH3:9].CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.ClCCl.F[P-](F)(F)(F)(F)F.O=C([O-])O.[Na+]>O=[C:4]([NH:3][c:7]1[cH:8][c:41]([C:42](=[O:43])[O:44][CH3:45])[cH:46][c:36]([C:34]([O:33][CH3:32])=[O:35])[cH:9]1)[c:6]1c[c:64]2[c:59]([cH:58][c:57]1[NH:56][C:54]([NH:53][c:52]1[c:50]([CH3:51])[cH:49][c:48]([CH3:47])[cH:72][c:70]1[CH3:71])=[O:55])[cH:60][cH:61][cH:62][cH:63]2
356,10090,O=[C:6]([CH2:5][c:4]1[cH:3][c:2]([CH3:1])[c:14]([O:15][CH2:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:12]([Cl:13])[cH:11]1)[C:8](=[O:9])[OH:10]>Cl>O[C@H:6]([CH2:5][c:4]1[cH:3][c:2]([CH3:1])[c:14]([O:15][CH2:16][c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:12]([Cl:13])[cH:11]1)[C:8](=[O:9])[OH:10]
357,10120,O=C(N[C@H](C(=O)O)C(C[c:58]1[cH:59][cH:60][cH:61][cH:62][cH:63]1)C(=O)O)OC[c:58]1[cH:59][cH:60][cH:61][cH:62][cH:63]1.[CH3:26][C@@H:27]([NH2:28])[C:29](=[O:30])[OH:31]>CN(C)[CH:17]=[O:18].CN1CCO[CH2:24][CH2:25]1.C[Si](C)(C)Cl.Cl.ClC(Cl)Cl.N[C@@H:33](C(=O)O[SiH3])[CH3:32].O=C(Cl)[O:10][CH2:9][CH:7]([CH3:6])[CH3:8].[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1>O=[C:3](N[C@@H:8]([CH:7]([CH2:6][c:62]1[cH:61][cH:60][cH:59][cH:58][cH:63]1)[C:9](=O)[OH:10])[C:17](=[O:18])[NH:28][C@H:27]([CH3:26])[C:29](=[O:30])[OH:31])[O:4][CH2:5][c:1]1[cH:2][cH:25][cH:24][cH:33][cH:32]1
358,10179,C[S+](C)(C)=O.O=[C:11]1[CH2:12][CH2:13][CH:14]([N:15]2[CH2:16][CH2:17][O:18][CH2:19][C:20]2=[O:21])[CH2:22][CH2:23]1>CS(C)=O.[H-].[I-].[Na+]>C1O[C:11]12[CH2:12][CH2:13][CH:14]([N:15]1[CH2:16][CH2:17][O:18][CH2:19][C:20]1=[O:21])[CH2:22][CH2:23]2
359,10199,S=C=[N:7][c:6]1[c:2]([CH3:1])[cH:3][s:4][cH:5]1.[NH2:10][c:11]1[cH:12][c:13]([F:14])[cH:15][c:16]([F:17])[c:18]1[NH2:19]>>S=C([NH:7][c:6]1[c:2]([CH3:1])[cH:3][s:4][cH:5]1)[NH:10][c:11]1[cH:12][c:13]([F:14])[cH:15][c:16]([F:17])[c:18]1[NH2:19]
360,10215,F[c:29]1ccc(-c2cc3ccc(Br)cc3s2)c[cH:44]1.[O-][S:104](=[O:103])[c:106]1[cH:107][cH:108][cH:109][cH:110][cH:111]1>ClCCl.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[CH3:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[Cl-].[Cs+].[Cs+].[N+]([CH2:14][CH2:15][CH2:16][CH3:17])([CH2:14][CH2:15][CH2:16][CH3:17])([CH2:14][CH2:15][CH2:16][CH3:17])[CH2:17][CH2:16][CH2:15][CH3:14].[Na+].[Pd].[Pd]>O=[S:104]([c:14]1[cH:15][c:16]2s[c:18](-[c:19]3[cH:20][cH:21][c:22](F)[cH:23][cH:24]3)c[c:17]2[cH:29][cH:44]1)(=[O:103])[c:106]1[cH:107][cH:108][cH:109][cH:110][cH:111]1
361,10252,N#[C:12][C:11]1([c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[CH2:10][CH2:9][N:8]([C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[CH2:22][CH2:21]1>CCO.[H][H].[Ni]>N[CH2:12][C:11]1([c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[CH2:10][CH2:9][N:8]([C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[CH2:22][CH2:21]1
362,10254,CN=[C:3]=[O:4].[Cl:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1-[c:15]1[cH:16][cH:17][c:18]([CH2:19][N:20]2[CH2:21][CH2:22][NH:23][CH:24]([c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[CH2:31]2)[cH:32][cH:33]1>ClCCl>CN[C:3](=[O:4])[N:23]1[CH2:22][CH2:21][N:20]([CH2:19][c:18]2[cH:17][cH:16][c:15](-[c:14]3[c:9]([Cl:8])[cH:10][cH:11][cH:12][cH:13]3)[cH:33][cH:32]2)[CH2:31][CH:24]1[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1
363,10279,C1NC[CH2:134][CH:129]([OH:128])[CH2:130]1.Cc1cc(/C(F)=C/c2ccc(C(C)(C)C(F)(F)F)cc2)[n:60][n:61]1[CH2:62][c:63]1[cH:64]c[cH:66][c:67](Br)[cH:69]1>CC(C)[c:6]1[cH:5][c:4]([CH:2]([CH3:1])[CH3:3])[cH:34][c:30](C(C)C)[c:10]1-[c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1P(C1CCCCC1)C1CCCCC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].O=[CH:38][N:36]([CH3:35])[CH3:37].[Cs+].[Cs+].[Pd].[Pd]>C[C:2]([C:1](F)(F)F)([CH3:3])[c:4]1[cH:5][cH:6][c:10](/[CH:11]=[C:16](\F)[c:15]2[cH:14][c:13]([CH3:12])[n:61]([CH2:62][c:63]3[cH:64][c:35]([N:36]4[CH2:37][CH2:130][CH:129]([OH:128])[CH2:134][CH2:38]4)[cH:66][cH:67][cH:69]3)[n:60]2)[cH:30][cH:34]1
364,10312,OCC=[CH:10][c:9]1[cH:8][cH:7][cH:6][c:5]([C:4]#[N:3])[cH:14]1>[CH3:1][OH:2].[Pd]>C([CH2:1][OH:2])[CH2:10][c:9]1[cH:8][cH:7][cH:6][c:5]([C:4]#[N:3])[cH:14]1
365,10322,C[C@H]1[C@@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OC(=O)[N:30]1[CH2:31][c:32]1[cH:33][c:34]([C:35]([F:36])([F:37])[F:38])[cH:39][cH:40][c:41]1I.OB(O)c1cc([N+:59](=[O:58])[O-:60])ccc1Cl>C[CH2:8][OH:9].C[c:44]1[cH:45][cH:46][cH:47][cH:48][cH:49]1.ClCCl.O=C([O-])[O-].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH3:6].[Na+].[Na+].[OH2:53].[Pd].c1ccc(P(c2ccccc2)c2cc[cH:74][cH:92][cH:91]2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>FC(F)(F)[c:6]1c[c:92]([C:74](F)(F)F)[cH:91][c:4]([C@@H:3]2[C@H:2]([CH3:1])[N:30]([CH2:31][c:32]3[cH:33][c:34]([C:35]([F:36])([F:37])[F:38])[cH:39][cH:40][c:41]3-[c:48]3[c:47](Cl)[cH:46][cH:45][c:44]([N+:59](=[O:58])[O-:60])[cH:49]3)[C:8](=[O:53])[O:9]2)[cH:5]1
366,10407,S=C=[N:36][C:35](=[O:34])[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1.[CH3:4][O:5][c:6]1[cH:7][c:8]2[n:9][cH:10][cH:11][c:12]([O:13][c:14]3[cH:15][cH:16][c:17]([NH2:18])[c:19]([Cl:20])[cH:21]3)[c:22]2[cH:23][c:24]1[O:25][CH3:26]>CCO.Cc1ccccc1>S=C([NH:18][c:17]1[cH:16][cH:15][c:14]([O:13][c:12]2[cH:11][cH:10][n:9][c:8]3[cH:7][c:6]([O:5][CH3:4])[c:24]([O:25][CH3:26])[cH:23][c:22]32)[cH:21][c:19]1[Cl:20])[NH:36][C:35](=[O:34])[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1
367,10424,O=C=[N:28][C@@H:29]1[CH2:30][C@H:31]1[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1.[NH2:6][c:7]1[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]12>C1CCOC1>O=C([NH:6][c:7]1[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][N:14]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]12)[NH:28][CH:29]1[CH2:30][CH:31]1[c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1
368,10432,S=C=[N:6][C:3]([CH2:2][CH3:1])([CH3:4])[CH3:5].[N:12]#[C:13][NH2:14]>CCO.[Na]>S=C([NH:6][C:3]([CH2:2][CH3:1])([CH3:4])[CH3:5])[NH:14][C:13]#[N:12]
369,10446,CN=[C:6]=[S:7].[NH2:8][c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[C:15](=[O:16])[C:17]1([CH2:18][CH2:19]1)[O:20]2>CC#N>CN[C:6](=[S:7])[NH:8][c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[C:15](=[O:16])[C:17]1([CH2:18][CH2:19]1)[O:20]2
370,10468,Brc1nc(CO[N:32]2[C:23](=[O:22])[c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[C:30]2=[O:31])cs1.[CH:1]#[C:2][CH2:3][CH2:4][CH2:5][CH3:6]>C1[CH2:7][CH2:8][CH2:9][O:10]1.CC[N:14](CC)[CH2:17]C.I[Cu]I.[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>s1[cH:7][c:8]([CH2:9][O:10][N:32]2[C:23](=[O:22])[c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[C:30]2=[O:31])[n:14][c:17]1[C:1]#[C:2][CH2:3][CH2:4][CH2:5][CH3:6]
371,10540,Cl[c:64]1[n:63][c:56]([N:57]2[CH2:58][CH2:59][O:60][CH2:61][CH2:62]2)[c:55]2[n:54][c:42]([CH2:43][N:44]3[CH2:45][CH2:46][CH:47]([C:48]([CH3:49])([CH3:50])[OH:51])[CH2:52][CH2:53]3)[n:41]([CH3:40])[c:67]2[n:66]1.Nc1cccc(F)c1[N+:76](=[O:77])[O-:78]>CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)[CH:24]2[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]2)c(C(C)C)c1.CN(C)C=O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]>F[c:26]1[c:25]([N+:76](=[O:77])[O-:78])[c:24](N[c:64]2[n:63][c:56]([N:57]3[CH2:58][CH2:59][O:60][CH2:61][CH2:62]3)[c:55]3[n:54][c:42]([CH2:43][N:44]4[CH2:45][CH2:46][CH:47]([C:48]([CH3:49])([CH3:50])[OH:51])[CH2:52][CH2:53]4)[n:41]([CH3:40])[c:67]3[n:66]2)[cH:29][cH:28][cH:27]1
372,10571,S=C=[N:8][c:7]1[cH:6][c:5]([C:2]([F:1])([F:3])[F:4])[c:13]([Cl:14])[cH:12][cH:11]1.[NH2:15][c:16]1[cH:17][cH:18][c:19]([S:20][c:21]2[cH:22][cH:23][c:24](-[c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[n:31][n:32]2)[cH:33][cH:34]1>>S=C([NH:8][c:7]1[cH:6][c:5]([C:2]([F:1])([F:3])[F:4])[c:13]([Cl:14])[cH:12][cH:11]1)[NH:15][c:16]1[cH:17][cH:18][c:19]([S:20][c:21]2[cH:22][cH:23][c:24](-[c:25]3[cH:26][cH:27][cH:28][cH:29][cH:30]3)[n:31][n:32]2)[cH:33][cH:34]1
373,10604,N#[C:7][CH2:8][CH2:9][N:10]1[CH2:11][CH2:12][CH:13]([NH:14][c:15]2[n:16][cH:17][cH:18][c:19](-[c:20]3[cH:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]4[s:28]3)[n:29]2)[CH2:30][CH2:31]1>C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]>N[CH2:7][CH2:8][CH2:9][N:10]1[CH2:11][CH2:12][CH:13]([NH:14][c:15]2[n:16][cH:17][cH:18][c:19](-[c:20]3[cH:21][c:22]4[cH:23][cH:24][cH:25][cH:26][c:27]4[s:28]3)[n:29]2)[CH2:30][CH2:31]1
374,10610,CN=[C:3]=[S:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][n:11][c:12]1[CH2:13][CH2:14][CH2:15][CH2:16][NH2:17]>>CN[C:3](=[S:4])[NH:17][CH2:16][CH2:15][CH2:14][CH2:13][c:12]1[c:7]([O:6][CH3:5])[cH:8][cH:9][cH:10][n:11]1
375,10656,N#[C:7][c:8]1[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]1[O:15][c:16]1[cH:17][cH:18][c:19]2[c:20]([CH2:21][N:22]3[CH2:23][CH2:24][CH2:25][CH2:26]3)[n:27][o:28][c:29]2[cH:30]1>C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]>N[CH2:7][c:8]1[cH:9][c:10]([F:11])[cH:12][cH:13][c:14]1[O:15][c:16]1[cH:17][cH:18][c:19]2[c:20]([CH2:21][N:22]3[CH2:23][CH2:24][CH2:25][CH2:26]3)[n:27][o:28][c:29]2[cH:30]1
376,10667,CC1C=C(c2cc[n:56][c:57](Cl)c2)CCC1.COC(=O)c1[cH:68][cH:69][c:70]2[c:71]([cH:72]1)[CH2:73][CH2:74][CH2:75][C:76]2([OH:77])[c:78]1[n:79][cH:80][c:81](-[c:82]2[cH:83][c:84]([CH3:85])[cH:86][c:87]([NH2:88])[n:89]2)[s:90]1>C1O[CH2:4][CH2:5][O:6][CH2:1]1.C[C:8]1([CH3:9])[c:10]2[cH:11][cH:12][cH:13][c:14](P(c3ccccc3)c3ccccc3)[c:28]2O[c:30]2c(P(c3ccccc3)c3ccccc3)ccc[c:48]21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]>C[CH:14]1[CH2:13][CH2:12][CH2:11][C:10]([c:8]2[cH:9][cH:57][n:56][c:30]([NH:88][c:87]3[cH:86][c:84]([CH3:85])[cH:83][c:82](-[c:81]4[cH:80][n:79][c:78]([C@:76]5([OH:77])[c:70]6[cH:69][cH:68][c:4]([C:5](=O)[O:6][CH3:1])[cH:72][c:71]6[CH2:73][CH2:74][CH2:75]5)[s:90]4)[n:89]3)[cH:48]2)=[CH:28]1
377,10687,N#[C:13][c:14]1[cH:15][c:16]([NH2:17])[cH:18][c:19]([Cl:20])[cH:21]1>B.C1CCOC1.CO.CSC>N[CH2:13][c:14]1[cH:15][c:16]([NH2:17])[cH:18][c:19]([Cl:20])[cH:21]1
378,10697,C(CCN1CCCCC1)#[C:21][c:20]1[cH:19][cH:18][c:17]([CH:9]([CH2:8][CH2:7][N:5]([CH3:4])[CH3:6])[O:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:32][cH:31]1>CO.O[CH2:2][CH3:1].[Pd]>C1CN(CCC[CH2:21][c:20]2[cH:19][cH:18][c:17]([CH:9]([CH2:8][CH2:7][N:5]([CH3:4])[CH3:6])[O:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:32][cH:31]2)[CH2:1][CH2:2]C1
379,10705,O=C1NC(=O)C(=[CH:13][c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]3[c:20]2[CH2:21][CH2:22][C:23](=[O:24])[N:25]3[CH2:26][c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)S1>C[N:3]([CH3:4])[CH:5]=[O:6].[CH4:1].[Pd]>O=[C:4]1S[CH:1]([CH2:13][c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]3[c:20]2[CH2:21][CH2:22][C:23](=[O:24])[N:25]3[CH2:26][c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[C:5](=[O:6])[NH:3]1
380,10736,N#[C:12][c:13]1[n:14][cH:15][cH:16][cH:17][n:18]1>CCOC(C)=O.[CH3:1][C:2](=[O:3])[OH:4].[H][H].[Pd]>N[CH2:12][c:13]1[n:14][cH:15][cH:16][cH:17][n:18]1.[CH3:1][C:2](=[O:3])[OH:4]
381,10758,CC(C)C(O)C#[C:7][c:8]1[cH:9][cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][NH2:16])[cH:17]1>[CH3:18][CH2:19][OH:20]>C[CH:18](C)[CH:19](C[CH2:7][c:8]1[cH:9][cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][NH2:16])[cH:17]1)[OH:20]
382,10766,N[C:16](=O)[c:15]1[c:11]2[c:12]([n:13][nH:14]1)[CH:19]1[C:7]([CH3:6])([CH3:8])[CH:9]1[CH2:10]2>C1CCOC1.CCOC(C)=O.O=C(OC(=O)C(F)(F)F)C(F)(F)F>N#[C:16][c:15]1[c:11]2[c:12]([n:13][nH:14]1)[CH:19]1[C:7]([CH3:6])([CH3:8])[CH:9]1[CH2:10]2
383,10801,Nc1cc(C(F)(F)F)c(Cl)cc1Nc1c[cH:57][c:56]([CH2:55][CH2:54][O:53][C:51]([NH:50][S:47]([c:46]2[cH:45][cH:44][c:43]([CH3:42])[cH:76][cH:75]2)(=[O:48])=[O:49])=[O:52])[cH:74]c1.O=C(O)[c:35]1[cH:34][c:33]([CH3:32])[n:40]([CH3:41])[n:39]1>CC[N:3]([CH:4]([CH3:5])[CH3:6])[CH:7]([CH3:8])[CH3:9].CN(C)C(On1nn[c:18]2ccc[cH:22][c:23]12)=[N+](C)C.C[N:28](C)[CH:30]=[O:31].Cl[CH2:78][Cl:79].F[P-](F)(F)(F)(F)F.On1nnc2ccccc21>F[C:18](F)(F)[c:23]1[cH:22][c:5]([NH:28][C:30](=[O:31])[c:35]2[cH:34][c:33]([CH3:32])[n:40]([CH3:41])[n:39]2)[c:4]([NH:3][c:7]2[cH:8][cH:57][c:56]([CH2:55][CH2:54][O:53][C:51]([NH:50][S:47]([c:46]3[cH:45][cH:44][c:43]([CH3:42])[cH:76][cH:75]3)(=[O:48])=[O:49])=[O:52])[cH:74][cH:9]2)[cH:6][c:78]1[Cl:79]
384,10803,O=[C:20]1[O:19][C@@H:14]([C:15]([Cl:16])([Cl:17])[Cl:18])[C@@H:13]2[C:11]([CH3:10])([CH3:12])[C@@H:22]21>CC(C)C[Al+]CC(C)C.Cc1ccccc1.Cl.[H-]>O[C@H:20]1[O:19][C@@H:14]([C:15]([Cl:16])([Cl:17])[Cl:18])[C@@H:13]2[C:11]([CH3:10])([CH3:12])[C@@H:22]21
385,10814,O=C1NC(=O)C(=[CH:22][c:23]2[cH:24][cH:25][c:26]3[c:27]([cH:28]2)[CH2:29][N:30]([c:31]2[cH:32][cH:33][cH:34][cH:35][n:36]2)CCO3)S1>CCO.COCCOC.[Al].[CH3:4][CH2:5][O:6][CH2:7][CH3:8].[OH2:15]>O=[C:26]1NC(=[O:15])S[CH:25]1[CH2:24][c:23]1[cH:22][cH:8][c:7]2[c:27]([cH:28]1)[CH2:29][N:30]([c:31]1[cH:32][cH:33][cH:34][cH:35][n:36]1)[CH2:4][CH2:5][O:6]2
386,10831,O=C=[N:27][c:28]1[cH:29][cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[c:36]([Cl:37])[cH:38]1.[CH3:1][C@@H:2]1[NH:3][CH2:4][CH2:5][N:6]([CH2:7][CH2:8][C:9]([CH3:10])([CH3:11])[C:12](=[O:13])[N:14]2[CH2:15][CH2:16][C:17]3([CH2:18][CH2:19]3)[C@H:20]([OH:21])[CH2:22]2)[C:23]1=[O:24]>>O=C([N:3]1[C@@H:2]([CH3:1])[C:23](=[O:24])[N:6]([CH2:7][CH2:8][C:9]([CH3:10])([CH3:11])[C:12](=[O:13])[N:14]2[CH2:15][CH2:16][C:17]3([CH2:18][CH2:19]3)[C@H:20]([OH:21])[CH2:22]2)[CH2:5][CH2:4]1)[NH:27][c:28]1[cH:29][cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[c:36]([Cl:37])[cH:38]1
387,10890,C(\c1cccnc1)=[CH:18]/[C:16]([NH:15][c:14]1[s:13][c:12]2[c:11]([c:26]1[C:27]#[N:28])[CH2:10][CH2:9][C@H:8]([CH2:7][O:6][C:4]([NH:3][CH2:2][CH3:1])=[O:5])[CH2:29]2)=[O:17]>CO.[Pd]>c1cncc(C[CH2:18][C:16]([NH:15][c:14]2[s:13][c:12]3[c:11]([c:26]2[C:27]#[N:28])[CH2:10][CH2:9][C@H:8]([CH2:7][O:6][C:4]([NH:3][CH2:2][CH3:1])=[O:5])[CH2:29]3)=[O:17])c1
388,10912,O=C=[N:11][c:12]1[n:13][n:14][c:15]([C:16]([F:17])([F:18])[F:19])[s:20]1.[CH3:1][NH:2][NH2:3]>ClCCl.NN>O=C([N:2]([CH3:1])[NH2:3])[NH:11][c:12]1[n:13][n:14][c:15]([C:16]([F:17])([F:18])[F:19])[s:20]1
389,10916,O=C(O)C[O:37][c:36]1[cH:35][c:34]([C:32]([NH:31][C@H:21]([C:19]([N:18]2[CH2:17][CH2:16][N:15]([C:13]([O:12][CH2:11][CH3:10])=[O:14])[CH2:52][CH2:51]2)=[O:20])[CH2:22][CH2:23][C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30])=[O:33])[n:50][n:42]1-[c:43]1[cH:44][cH:45][cH:46][c:47]([F:48])[cH:49]1.O=C([C@@H]1CCCN1)[O:71][CH2:72][c:73]1[cH:74][cH:75][cH:76][cH:77][cH:78]1>CCOC(C)=O.CN(C)C=O.C[CH:7]([N:3]([CH2:2][CH3:1])[CH:4]([CH3:5])[CH3:6])[CH3:9].Cl.ClCCCl.On1nnc2ccccc21>O=[C:5]([C@H:4]1[N:3]([C:7](=O)[CH2:9][O:37][c:36]2[cH:35][c:34]([C:32]([NH:31][C@H:21]([C:19]([N:18]3[CH2:17][CH2:16][N:15]([C:13]([O:12][CH2:11][CH3:10])=[O:14])[CH2:52][CH2:51]3)=[O:20])[CH2:22][CH2:23][C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30])=[O:33])[n:50][n:42]2-[c:43]2[cH:44][cH:45][cH:46][c:47]([F:48])[cH:49]2)[CH2:2][CH2:1][CH2:6]1)[O:71][CH2:72][c:73]1[cH:74][cH:75][cH:76][cH:77][cH:78]1
